til að	13
því að	13
í dag	13
þess að	13
að það	13
er að	13
þar sem	13
það er	13
segir að	13
eins og	13
um að	13
til þess	13
Það er	13
á að	13
sem að	13
sem er	13
hefur verið	13
að vera	13
og það	13
í gær	13
hafi verið	13
er í	13
að hafa	13
þannig að	13
við að	13
að við	13
að gera	13
og er	13
eftir að	13
það að	13
fyrir að	13
að koma	13
hins vegar	13
að því	13
að fara	13
upp á	13
að taka	13
verið að	13
á Íslandi	13
er ekki	13
Þetta er	13
en það	13
í morgun	13
á því	13
að þetta	13
og í	13
fram í	13
að hann	13
hafa verið	13
frá því	13
ekki að	13
hér á	13
um það	13
fram að	13
kemur fram	13
og við	13
og að	13
það sem	13
í fyrra	13
að fá	13
þetta er	13
hægt að	13
með því	13
sé að	13
að ræða	13
var í	13
á milli	13
meðal annars	13
sem eru	13
það sé	13
fram á	13
ráð fyrir	13
af því	13
inn í	13
í Reykjavík	13
að segja	13
er á	13
er það	13
og var	13
sem við	13
og ég	13
á landi	13
við erum	13
að þeir	13
á þessu	13
að halda	13
sem hann	13
var að	13
en í	13
sem var	13
milljónir króna	13
og hefur	13
á Akureyri	13
að vinna	13
Þannig að	13
segir í	13
og á	13
að ég	13
upp í	13
en hann	13
er nú	13
í því	13
þá er	13
og þá	13
fyrir því	13
þarf að	13
þátt í	13
að hún	13
áður en	13
eru í	13
í kvöld	13
á móti	13
áhrif á	13
í gegnum	13
og því	13
það var	13
í þessu	13
vegna þess	13
því sem	13
út í	13
ekki verið	13
en að	13
og svo	13
og þar	13
að ná	13
að þá	13
við höfum	13
sem hefur	13
var á	13
Það var	13
að sjá	13
til dæmis	13
milljarða króna	13
Við erum	13
Hann segir	13
á þessum	13
að í	13
er um	13
er bara	13
held að	13
Þetta kemur	13
en ekki	13
sem hafa	13
verið í	13
á morgun	13
með að	13
inn á	13
eftir því	13
segja að	13
miðað við	13
að leggja	13
það eru	13
eru að	13
á sama	13
við það	13
í raun	13
að finna	13
sama tíma	13
hefur ekki	13
að ekki	13
búið að	13
í nótt	13
um málið	13
því í	13
samtali við	13
er með	13
í að	13
hafi ekki	13
þeirra sem	13
er mjög	13
á næstu	13
að greiða	13
á höfuðborgarsvæðinu	13
á síðasta	13
er til	13
erum að	13
á það	13
sem ég	13
í fyrsta	13
í ljós	13
því er	13
reyna að	13
fyrr en	13
í samtali	13
að skoða	13
þrátt fyrir	13
en á	13
á þeim	13
að setja	13
ekki í	13
allt að	13
auk þess	13
á árinu	13
heldur en	13
fara í	13
í lok	13
í þessum	13
þess sem	13
dag og	13
á Alþingi	13
í sumar	13
sem ekki	13
bara að	13
en hún	13
ljóst að	13
í ár	13
á meðan	13
og eru	13
sé ekki	13
meira en	13
ákveðið að	13
að reyna	13
síðasta ári	13
en við	13
Það eru	13
á næsta	13
sem sagt	13
milljörðum króna	13
í Bandaríkjunum	13
þessu ári	13
ég er	13
Eins og	13
en þar	13
eru á	13
að ganga	13
í eigu	13
hann er	13
að fólk	13
í landinu	13
Ég er	13
sér að	13
væri að	13
að komast	13
sem þeir	13
að geta	13
á svæðinu	13
og þetta	13
í kringum	13
þegar hann	13
ég held	13
ef að	13
hann var	13
og hann	13
að menn	13
það ekki	13
á vef	13
í þeim	13
að þau	13
verður að	13
í síðustu	13
í Vestmannaeyjum	13
ekki á	13
ætla að	13
af þeim	13
milljónum króna	13
af stað	13
sem hún	13
þó að	13
það hefur	13
er þetta	13
milli ára	13
út úr	13
í stað	13
í tilkynningu	13
að tryggja	13
svo að	13
á meðal	13
fyrst og	13
þurfa að	13
út á	13
sér í	13
kemur í	13
á eftir	13
að draga	13
að verða	13
koma í	13
er hægt	13
og fremst	13
að kaupa	13
þurfi að	13
að láta	13
þar á	13
í gærkvöldi	13
án þess	13
var ekki	13
var um	13
verði að	13
nú í	13
það í	13
að þessi	13
og með	13
sem nú	13
og hafa	13
Við höfum	13
að tala	13
nú er	13
búin að	13
hér í	13
þó ekki	13
þeir sem	13
að gefa	13
frá árinu	13
ég hef	13
Ég held	13
mikilvægt að	13
hefði verið	13
en ég	13
að auka	13
fjallað um	13
næsta ári	13
að bæta	13
sú að	13
króna í	13
og ekki	13
En það	13
hún er	13
er því	13
ekki til	13
eigi að	13
síðustu viku	13
upp úr	13
áherslu á	13
þar til	13
á við	13
verið á	13
í kjölfar	13
sagði að	13
að sögn	13
á ári	13
erum við	13
veg fyrir	13
út af	13
þegar að	13
eru ekki	13
í veg	13
tilkynningu frá	13
telur að	13
hluti af	13
og þeir	13
þar með	13
en þeir	13
Háskóla Íslands	13
Hann var	13
niður í	13
sagði í	13
um helgina	13
og segir	13
sig í	13
vera að	13
á vegum	13
að nota	13
sér stað	13
sem og	13
á um	13
Þá er	13
að byggja	13
þeim sem	13
að á	13
upplýsingar um	13
voru í	13
við því	13
er verið	13
það væri	13
Hann er	13
Ég hef	13
sem á	13
Hægt tölt	13
í rauninni	13
Og það	13
vera í	13
króna á	13
minnsta kosti	13
hvort að	13
þúsund krónur	13
á fundi	13
með þeim	13
kom fram	13
gert ráð	13
og til	13
ár og	13
í byrjun	13
samræmi við	13
þá sem	13
svo sem	13
taka þátt	13
það verður	13
sem voru	13
en þá	13
er náttúrulega	13
Hægt stökk	13
að mynda	13
í vikunni	13
það hafi	13
dag að	13
að leita	13
að þessu	13
og verður	13
þar af	13
eða um	13
er við	13
til baka	13
að standa	13
það verði	13
er alveg	13
ekki hafa	13
að um	13
af þessu	13
í Evrópu	13
og síðan	13
tíma og	13
að selja	13
ég að	13
að ef	13
Íslands og	13
af sér	13
breytingar á	13
á Selfossi	13
sem það	13
að bjóða	13
í gærkvöld	13
áfram að	13
Það hefur	13
þetta sé	13
er ekkert	13
hann hafi	13
á óvart	13
við getum	13
á síðustu	13
Hins vegar	13
að breyta	13
um þetta	13
er auðvitað	13
sig á	13
er búið	13
nú að	13
í samræmi	13
í sér	13
í það	13
hafa ekki	13
hlut í	13
það á	13
er svo	13
milljarðar króna	13
sé í	13
tengslum við	13
undanfarin ár	13
þeir eru	13
málið í	13
Það sem	13
hingað til	13
og hún	13
hækkað um	13
en þetta	13
í málinu	13
gera það	13
kemur að	13
Í dag	13
að flytja	13
að sækja	13
með sér	13
þá var	13
ætti að	13
tala um	13
nú þegar	13
áhyggjur af	13
og nú	13
yfir í	13
fer fram	13
koma til	13
er þó	13
í haust	13
um leið	13
er svona	13
líkt og	13
Þetta var	13
hefur nú	13
á sínum	13
Að sögn	13
fara að	13
verður í	13
fyrir það	13
draga úr	13
til landsins	13
þar er	13
á sér	13
að þær	13
erfitt að	13
kom í	13
er gert	13
Ekki er	13
hann að	13
sagt að	13
og um	13
í tengslum	13
halda áfram	13
frá sér	13
að nýta	13
og voru	13
Þrátt fyrir	13
eru um	13
mjög vel	13
á ný	13
með það	13
að veita	13
ekki bara	13
hjá okkur	13
við í	13
í heild	13
ætlar að	13
hækkaði um	13
samband við	13
eru nú	13
ekki síst	13
í Viðskiptablaðinu	13
ára og	13
að eiga	13
Hófa mál	13
er sú	13
von á	13
í boði	13
Þetta eru	13
Nú er	13
að minnsta	13
hefur komið	13
því ekki	13
vera með	13
Hún segir	13
sem fram	13
var með	13
áhuga á	13
komið í	13
hann hefur	13
við þurfum	13
í þessari	13
að sjálfsögðu	13
á landinu	13
búinn að	13
um borð	13
en áður	13
við þá	13
að mæta	13
til í	13
ljós að	13
má sjá	13
þar í	13
að hægt	13
í vor	13
var það	13
að búa	13
fyrir um	13
hún var	13
hafði verið	13
til Íslands	13
raun og	13
þá að	13
þess vegna	13
út frá	13
segir hann	13
þurft að	13
milljóna króna	13
fylgjast með	13
eru með	13
Bjarni Benediktsson	13
í Noregi	13
og veru	13
ekki hægt	13
fyrsta sinn	13
fram kemur	13
Hún er	13
í Bretlandi	13
samanborið við	13
Þá var	13
að horfa	13
að með	13
segir það	13
að hækka	13
upplýsingum frá	13
í upphafi	13
þurfum að	13
er fjallað	13
króna og	13
um allt	13
er einnig	13
að fylgjast	13
og fleiri	13
ári og	13
að þeim	13
nú ekki	13
að lækka	13
saman um	13
að ljúka	13
en nú	13
á borð	13
í ljósi	13
í kjölfarið	13
um hvort	13
að mestu	13
í heiminum	13
til og	13
er enn	13
sem af	13
morgun og	13
fyrir utan	13
ekki við	13
í borginni	13
dag en	13
er líka	13
í Kópavogi	13
ekki er	13
Mér finnst	13
af er	13
gær og	13
Áskrifendur geta	13
Þar er	13
hægt er	13
fara yfir	13
að þar	13
að bregðast	13
að mati	13
sæti í	13
